WORD,FREQ
franc,42.40
franc,19.94
français,56.56
français,57.29
française,53.06
française,40.37
françaises,44.10
françaises,22.65
france,62.72
france télécom,40.81
francesco,29.39
france-soir,21.63
francet,21.91
francfort,19.40
franche,43.52
franche-comté,16.38
franchement,47.35
franches,33.37
franchi,49.85
franchie,23.81
franchir,52.65
franchira,35.51
franchiras,20.82
franchirent,36.73
franchirez,20.84
franchis,37.79
franchise,43.76
franchises,21.63
franchissable,23.33
franchissaient,21.57
franchissait,43.15
franchissant,38.90
franchissement,37.76
franchissent,39.62
franchissez,36.67
franchissions,21.57
franchissons,34.52
franchit,50.43
francine,37.39
francis,35.24
franck,37.70
franc-maçon,20.70
franc-maçonnerie,20.70
franco,35.27
franco-américaine,19.40
françois,58.24
françoise,48.30
franco-italienne,34.41
franconville,22.65
francophile,23.71
francophone,23.71
francophones,20.70
francophonie,23.71
franc-parler,23.71
francs,58.24
francs-bourgeois,21.16
francs-maçons,20.70
francs-tireurs,20.70
franc-tireur,20.70
frange,44.24
frangées,23.76
franges,44.12
frangin,33.08
frangipane,40.78
frank,47.65
frankie,31.59
franquette,23.71
frantz,28.89
franz,18.58
franzel,26.67
frappa,52.79
frappai,38.34
frappaient,44.28
frappait,47.27
frappant,47.75
frappant,20.70
frappante,20.70
frappants,23.33
frappe,56.21
frappe,46.39
frappé,51.38
frappée,24.26
frappée,36.64
frappées,18.70
frappements,23.76
frappent,43.93
frapper,55.73
frappèrent,21.90
frappés,19.94
frappés,40.20
frappez,42.21
frappi,32.92
frappons,23.33
frascati,21.65
frasques,18.37
fratellini,36.13
fraternel,33.33
fraternelle,33.20
fraternelles,22.65
fraternité,34.43
fraude,33.30
frayant,24.26
frayer,33.30
frayeur,50.83
frayeurs,34.81
fred,47.03
fréda,22.65
freddy,22.78
frédé,22.65
frédéric,52.99
frederick,22.41
frédérique,40.37
frédi,22.65
fredonna,18.70
fredonnait,40.43
fredonne,37.71
fredonner,39.65
fredonnes,22.78
fredrik,32.65
freezer,20.84
frégate,45.54
frégates,27.81
frein,50.87
freina,32.83
freinage,38.80
freinaient,21.17
freinait,21.91
freinant,33.21
freine,45.81
freiné,40.20
freinée,24.26
freiner,47.54
freines,18.38
freins,51.25
fréjus,24.64
frêle,38.92
frêles,41.65
frelon,22.78
frelons,41.05
freluquet,19.90
frémi,21.17
frémir,40.52
frémirent,33.10
frémissaient,23.33
frémissait,33.32
frémissant,38.91
frémissant,38.94
frémissante,37.72
frémissantes,24.26
frémissants,33.10
frémissement,45.28
frémissements,21.65
frémissent,32.98
frémissiez,23.33
frémissons,22.78
frémit,43.49
frêne,38.82
frênes,36.65
frénésie,23.81
frénétique,20.70
frénétiquement,23.76
frénétiques,33.33
fréquemment,46.50
fréquence,38.90
fréquent,33.18
fréquentaient,33.30
fréquentais,22.65
fréquentait,33.29
fréquentant,33.36
fréquentation,18.70
fréquente,39.61
fréquente,41.49
fréquenté,24.26
fréquenté,33.41
fréquentée,36.81
fréquentée,24.26
fréquentées,23.33
fréquentent,34.83
fréquenter,34.86
fréquentes,42.17
fréquentiez,20.70
fréquents,40.47
frère,63.80
frère,44.90
frères,58.28
fresque,32.90
fresques,34.48
fresson,24.66
fret,27.27
frétés,19.71
frétillait,36.76
frétillant,20.64
frétillant,21.91
frétillante,24.26
frétillants,19.94
frétille,37.83
frétillent,33.22
frétiller,39.74
freycinet,26.39
friables,22.78
friand,33.21
friand,32.93
friande,37.57
friandes,18.88
friandise,40.35
friandises,46.91
friands,33.30
fric,34.41
fricassée,21.90
fricasser,19.29
friche,38.60
friches,24.26
frick,23.13
frictionna,19.62
frictionnés,19.62
frictionnez,23.76
frigidaire,33.30
frigo,47.11
frigorifié,33.17
frigorifié,24.26
frigorifique,17.15
frigos,17.05
frileusaz,33.36
frileuse,36.58
frileux,45.01
frimas,37.63
frimousse,43.36
frimousses,15.06
fringale,19.61
fringant,36.68
fringants,33.31
frioul,20.84
fripé,18.58
fripée,33.13
friper,21.90
fripon,14.88
fripon,30.68
friponnerie,21.65
fripons,19.94
fripons,36.46
fripouille,21.17
fripouilles,16.14
frire,44.39
fris,23.33
frisait,23.81
frisant,21.17
frise,20.82
frisé,47.44
frisé,16.14
frisée,38.80
frisée,17.05
friselis,25.66
frisent,36.58
friser,42.20
frisés,45.29
frisés,34.50
frisette,35.51
frisettes,21.57
friskies,21.06
frison-roche,21.90
frisottée,18.37
frisson,47.57
frissonna,36.64
frissonnai,38.90
frissonnait,39.61
frissonnant,19.62
frissonnant,19.62
frissonnante,23.33
frissonnantes,21.91
frissonnants,21.90
frissonne,41.66
frissonnement,22.65
frissonnent,40.92
frissonner,46.25
frissons,45.17
frit,37.64
frite,32.83
frite,23.76
frites,49.00
frites,45.56
friteuse,20.87
frits,20.94
friture,39.61
fritures,21.16
fritz,36.25
frivoles,36.64
frivolités,23.81
froid,60.94
froid,59.25
froide,53.95
froidement,41.07
froides,47.93
froideur,38.82
froids,43.94
froids,43.57
froidure,42.25
froissaient,23.76
froissant,22.78
froisse,19.97
froissé,40.10
froissé,41.06
froissée,19.90
froissées,20.94
froissées,20.84
froissement,39.85
froissements,21.65
froissent,22.78
froisser,34.74
froisses,19.77
froissés,33.21
frôla,39.64
frôle,33.32
frôlé,36.78
frôlée,34.29
frôlement,33.33
frôlements,33.03
frôlent,17.62
frôler,33.22
frôlèrent,23.33
frôlés,21.90
fromage,60.72
fromager,17.62
fromager,15.36
fromagerie,24.71
fromages,52.05
froment,35.45
fronça,40.94
fronçant,41.10
fronce,43.12
froncé,33.02
froncée,23.81
froncée,19.71
fronces,19.29
frondaisons,33.11
fronde,40.64
front,57.79
frontal,23.33
frontalières,21.17
frontière,46.45
frontières,43.12
fronts,22.65
frotta,47.30
frottaient,27.27
frottait,45.23
frottant,48.33
frotte,52.91
frotté,43.93
frotté,23.76
frottée,18.18
frottées,33.16
frottement,36.67
frottent,36.52
frotter,51.07
frottera,21.63
frottez,34.50
froufrou,34.61
frou-frou,22.65
froufroutant,21.16
froufroutement,33.22
froussard,36.64
froussard,32.93
froussards,19.22
frousse,44.18
fructueux,21.63
frugale,33.16
frugales,23.81
frugivore,23.33
fruit,56.99
fruitier,36.75
fruitier,21.57
fruitière,34.35
fruitière,19.40
fruitiers,45.05
fruits,61.10
fuchsia,33.22
fuel,39.50
fugitif,23.33
fugitif,33.10
fugitifs,32.94
fugitifs,23.81
fugitive,33.30
fugue,42.22
fugueur,21.17
fui,44.26
fuient,40.20
fuies,23.81
fuir,53.23
fuirent,23.76
fuis,38.75
fuit,48.03
fuite,53.74
fuites,38.88
fuji-yama,33.04
fulbert,30.60
fulgurant,36.27
fulgurants,21.91
fuma,24.26
fumaient,34.81
fumait,41.29
fumant,43.72
fumant,41.14
fumante,41.69
fumantes,22.78
fume,49.87
fumé,43.14
fumé,24.26
fumée,57.70
fumée,43.13
fumées,41.59
fumées,20.64
fumées,19.40
fument,36.51
fumer,48.14
fumerolles,24.91
fûmes,43.97
fumés,33.17
fumet,42.21
fumets,33.50
fumeurs,19.40
fumez,41.66
fumier,36.83
fumigène,26.77
fumistes,19.29
fumoir,36.31
funambule,43.58
funambules,37.78
funèbre,36.66
funérailles,36.82
funeste,21.90
funestes,21.90
furent,58.73
furet,32.85
furetaient,21.90
fureter,23.33
fureteurs,36.66
fureteurs,21.57
furets,38.78
fureur,52.13
furibond,34.29
furibonds,33.29
furie,34.63
furieuse,51.57
furieusement,47.38
furieuses,33.36
furieux,56.85
furtif,42.76
furtifs,39.67
furtive,22.65
furtivement,41.10
fus,51.42
fusa,33.17
fusaient,33.17
fusains,20.82
fusait,24.26
fuse,38.86
fusé,24.26
fuseau,40.99
fuseaux,38.71
fusée,58.32
fusée,37.66
fusées,50.22
fuselage,33.17
fuselé,19.40
fusent,41.50
fuser,23.81
fusèrent,24.26
fusible,17.92
fusil,58.04
fusilla,21.91
fusillade,40.21
fusillades,23.76
fusillé,21.90
fusillé,33.05
fusillés,21.90
fusillés,21.90
fusils,49.75
fusion,40.44
fusse,37.79
fussent,46.49
fusses,20.82
fussions,21.17
fustigea,21.91
fut,66.13
fût,53.04
fût,38.92
futaie,37.74
futaies,18.18
futailles,24.26
futé,38.67
futé,43.41
futée,38.56
futée,32.88
futées,21.57
fûtes,33.41
futés,16.29
futile,37.70
fûts,33.22
futur,60.06
futur,51.71
future,45.64
futures,42.64
futurs,38.84
futurs,20.84
fuyaient,43.94
fuyais,21.91
fuyait,45.00
fuyant,33.17
fuyant,45.41
fuyard,33.10
fuyards,33.18
fuyez,41.12
fuyions,22.78
fuyons,41.69
gabarit,24.18
gabelle,23.81
gabon,34.46
gabriel,28.61
gabrielle,26.72
gaby,34.69
gâchait,21.17
gâche,32.99
gâché,32.97
gâchent,14.84
gâcher,36.60
gâchette,36.67
gadget,38.83
gadgets,19.40
gaël,41.71
gaëlle,18.98
gaétan,19.29
gaëtan,37.46
gaffeur,18.88
gafi,40.78
gag,37.61
gagarine,36.63
gage,43.59
gages,33.29
gagna,45.39
gagnaient,38.83
gagnais,23.33
gagnait,40.38
gagnant,47.79
gagnant,32.87
gagnant,44.25
gagnante,38.83
gagnantes,19.90
gagnants,20.64
gagnants,36.76
gagne,54.06
gagné,58.26
gagné,42.61
gagnée,43.15
gagnée,33.23
gagnent,45.60
gagne-pain,28.10
gagner,59.19
gagnera,43.93
gagnerai,22.91
gagneraient,21.65
gagnerait,25.66
gagneras,23.81
gagnèrent,33.30
gagnerez,33.00
gagnerons,18.18
gagnes,38.84
gagnés,33.10
gagnés,21.90
gagnez,23.33
gagnions,33.45
gagnons,39.60
gags,38.86
gai,55.32
gaie,48.03
gaiement,49.56
gaies,37.61
gaieté,47.88
gaillac,32.71
gaillard,40.18
gaillard,46.18
gaillarde,21.90
gaillardement,23.81
gaillards,36.55
gain,33.20
gaine,34.56
gainé,18.18
gainer,18.18
gains,23.76
gais,46.23
gajan,23.81
gala,33.26
galactique,22.78
galais,29.69
galant,23.35
galant,41.07
galant,33.11
galante,23.76
galanterie,23.33
galantine,24.60
galantine,21.59
galapagos,28.10
galápagos,22.65
galaxie,45.87
galaxies,42.21
galbe,24.26
galbé,24.64
galéjade,24.26
galère,37.65
galerie,49.98
galeries,48.90
galet,44.78
galets,46.23
galette,53.25
galettes,46.23
galilée,40.86
galipette,40.77
galipettes,41.92
gallardo,22.41
gallimard,33.04
gallinacés,20.93
gallo-romaine,22.78
galoches,37.66
galois,31.59
galons,36.73
galop,53.76
galopa,36.56
galopade,39.71
galopades,19.40
galopai,22.78
galopait,41.94
galopant,42.75
galope,50.22
galopé,13.84
galopent,42.20
galoper,47.69
galoperas,21.17
galopèrent,14.84
galopin,45.79
galopinasse,20.84
galopins,17.05
galops,36.18
galoubet,21.16
galvanisa,21.65
gambadait,36.74
gambadant,33.27
gambade,41.05
gambadé,18.58
gambadent,33.11
gambader,46.10
gambaderont,20.87
gambades,24.26
gambetta,23.33
gambette,38.28
gambie,23.95
gamble,28.72
gamelle,38.81
gamin,53.59
gamin,40.40
gamine,39.60
gamine,33.31
gamins,47.28
gamins,20.94
gamme,46.00
gammée,22.65
gammes,34.86
gang,20.70
gange,33.20
gangster,36.22
gangsters,40.49
gangue,21.65
gant,51.03
ganté,33.22
gantée,33.36
gantelet,35.32
gants,53.01
gap,33.10
gara,32.95
garage,56.33
garages,21.57
garagiste,47.51
garant,21.65
garanti,36.07
garanti,36.69
garantie,19.22
garantie,43.51
garanties,22.65
garanties,26.34
garantir,40.45
garantis,33.09
garantis,21.17
garantissant,22.65
garbit,21.63
garcia,38.73
garçon,65.75
garçon,41.59
garçon-coiffeur,25.96
garçonnet,46.59
garçonnets,13.84
garçonnier,23.81
garçons,58.97
garçons-coiffeurs,18.18
gard,38.78
garda,46.19
gardai,34.65
gardaient,44.24
gardais,19.90
gardait,48.71
gardant,48.88
garde,56.44
garde,58.00
garde,36.60
gardé,50.36
gardé,43.93
garde-à-vous,33.32
garde-barrière,33.17
garde-boue,40.41
garde-champêtre,20.87
garde-chasse,39.71
garde-côtes,23.33
gardée,41.63
gardée,33.04
gardées,33.37
gardées,20.94
garde-forestier,24.26
garde-malade,33.26
garde-manger,45.25
garde-meuble,23.33
garde-meubles,23.76
gardénia,23.33
gardent,46.91
garde-pêche,20.84
garder,59.05
gardera,38.82
garderai,36.74
garderais,40.43
garderait,33.16
gardèrent,33.09
garderie,38.82
garderiez,21.65
garde-robe,41.85
garderons,19.22
garderont,36.70
gardes,51.48
gardes,36.57
gardés,20.94
gardés,38.82
gardes-champêtres,23.76
gardes-chasse,33.30
gardes-forestiers,24.26
gardes-malades,23.81
garde-songes,30.88
gardes-pompe,19.40
garde-vestiaire,23.76
gardez,47.09
gardez-vous-en,36.76
gardians,38.83
gardien,57.52
gardien,43.49
gardienne,40.37
gardienne,33.09
gardiens,33.15
gardiens,45.29
gardiez,33.25
gardions,32.99
gardon,24.91
gardons,32.81
gardons,33.22
gare,58.74
gare,52.07
gare,44.62
garé,42.16
garée,32.99
garées,40.37
garenne,39.60
garent,16.93
garer,43.48
gares,33.11
garés,21.90
garez,21.16
gargamel,17.62
gargamelle,20.94
gargantua,40.54
gargariser,21.57
gargarisme,20.87
gargarismes,34.52
gargotier,24.91
gargouillaient,20.84
gargouillante,21.90
gargouillis,36.75
garin,31.16
garnement,42.63
garnements,42.21
garni,44.64
garni,43.50
garnie,45.01
garnie,36.40
garnies,33.22
garnir,43.75
garniras,20.84
garnis,36.78
garnis,36.58
garnissaient,20.84
garnissais,22.78
garnissait,22.78
garnissent,34.46
garnissez,34.52
garnit,37.72
garniture,23.99
garnitures,20.94
garonne,40.42
garrigue,36.84
garrigues,25.79
garrot,33.15
garrottait,19.40
gars,51.02
gascogne,33.50
gascon,33.03
gascon,27.27
gaspard,55.05
gaspillage,36.69
gaspille,19.71
gaspiller,33.09
gaston,51.32
gastronome,19.77
gastronomes,33.14
gastronomie,23.81
gâtaient,19.62
gâtât,23.95
gâte,39.64
gâté,38.86
gâté,42.18
gâteau,61.04
gâteaux,57.51
gâtée,36.49
gâter,43.10
gâterait,33.02
gâtèrent,19.94
gâtes,20.84
gâtés,21.65
gâtinais,21.65
gatzo,48.43
gauche,60.36
gauche,57.23
gauchement,22.78
gaucher,18.37
gaucherie,38.83
gauchers,21.16
gauches,19.40
gaufre,38.77
gaufres,43.82
gaufrettes,10.96
gaufrier,29.35
gauguin,38.76
gaule,44.16
gaule,23.76
gaulle,33.07
gaulois,50.86
gaulois,41.54
gauloise,34.48
gauloise,17.62
gauloises,23.76
gautier,17.62
gauwain,28.16
gava,33.25
gavait,33.26
gavant,22.65
gavarnie,22.65
gavé,32.90
gavée,24.26
gaver,40.42
gavés,36.67
gavroche,21.90
gavroche,44.98
gaw,42.54
gaz,55.93
gaze,39.61
gazelle,50.57
gazelles,46.13
gazette,29.03
gazette,39.59
gazeuse,40.17
gazeux,17.92
gazinière,18.88
gazoléon,21.16
gazomètre,23.76
gazon,52.16
gazonné,21.91
gazons,20.82
gazouillait,34.35
gazouillant,32.88
gazouille,41.06
gazouillement,23.33
gazouillent,39.41
gazouiller,36.63
gazouillis,38.84
gboclo,29.03
gdf,34.90
geai,46.28
geais,23.81
géant,56.15
géant,53.60
géante,46.39
géante,41.61
géantes,44.99
géants,49.99
géants,41.67
géants,33.16
gédéon,36.69
geignait,21.65
geignant,19.77
geindre,25.66
geins,19.77
geint,18.58
gel,51.06
gelait,21.65
gélatine,22.72
gélatineux,21.63
gèle,48.78
gelé,48.61
gelé,48.03
gelée,47.48
gelée,48.67
gelées,38.79
gelées,36.58
geler,48.08
gèlera,32.84
gelés,44.22
gelés,19.77
gélinottes,18.37
gélule,20.84
gelure,19.40
gelures,19.40
gémir,46.73
gémirent,19.22
gémissaient,36.76
gémissait,45.93
gémissant,45.27
gémissant,33.10
gémissement,45.06
gémissements,42.24
gémit,51.39
gênaient,23.76
gênait,45.47
gênant,40.38
gênante,19.77
gencive,39.32
gencives,36.52
gendarme,55.84
gendarmerie,46.51
gendarmes,52.61
gendre,36.81
gendres,21.17
gêne,47.98
gêne,43.93
gêné,47.48
gêné,44.68
généalogique,36.95
gênée,21.90
gênent,36.61
genépi,21.89
génépi,22.65
gêner,45.80
gêneraient,32.81
général,55.72
général,53.11
générale,51.77
généralement,54.93
générales,44.82
généralisa,21.65
généralisation,22.65
généralisées,21.17
généraliser,25.66
généraliste,23.76
généralités,21.63
générateur,17.15
générateur,26.82
génération,43.58
générations,43.90
généraux,38.83
généreuse,40.45
généreusement,40.42
généreuses,20.84
généreux,49.94
générique,36.46
générosité,43.97
gènes,19.77
gênes,38.20
gênes,33.11
gênés,36.72
gênés,23.85
genêt,33.10
genêts,39.70
gêneur,21.65
genève,39.58
geneviève,40.64
genevois,33.50
genevoix,23.71
genévrier,36.03
genévriers,33.21
gênez,33.11
génial,47.50
géniale,45.47
génie,53.22
génies,36.68
gênions,21.90
génisse,23.81
gennevilliers,21.63
genou,54.45
genouillère,17.92
genoux,56.64
genre,58.61
genres,45.94
gens,64.84
gentes,23.76
gentiane,37.28
gentil,59.65
gentil,40.41
gentilhomme,46.90
gentille,56.25
gentilles,44.22
gentillesse,48.26
gentillesses,32.91
gentillettes,20.94
gentils,49.74
gentilshommes,39.49
gentiment,53.30
gentleman,45.39
gentlemen,22.65
géo,38.16
géode,25.93
geoffroy,47.67
géographe,32.87
géographes,32.99
géographie,51.86
géographique,40.10
géographiques,23.81
géologie,35.50
géologique,21.17
géologiques,22.78
géologue,40.45
géologues,38.71
géomètre,23.81
géométrie,33.17
géométrique,38.87
géométriquement,19.40
géométriques,33.06
géophysiciens,22.65
géophysique,24.91
george,30.43
georges,56.15
georges-pierre,21.71
géorgie,22.65
géorgienne,21.90
georgina,32.20
geppetto,21.57
gerald,23.81
gérald,34.44
géraldine,44.55
gérance,21.65
géranium,41.45
géraniums,42.62
gérant,21.89
gérard,50.37
gérardmer,22.30
gerbaud,20.84
gerbe,45.36
gerbes,47.21
gerbier-de-jonc,22.78
gerbille,23.88
gerboise,21.65
gercer,23.81
gérer,33.22
gerfaut,23.83
gergovie,33.41
germain,16.29
germain,33.22
germaine,23.33
germaine,43.83
germanie,23.81
germanique,33.27
germant,22.65
germe,34.41
germe,38.87
germé,33.04
germée,32.82
germent,38.77
germer,36.62
germeront,20.64
germination,37.62
gérondif,33.42
géronimo,18.58
géronte,33.66
gertrude,36.06
gervais,24.72
gestation,22.65
geste,55.82
gestes,55.03
gesticulaient,20.82
gesticulais,19.22
gesticulait,41.61
gesticulant,21.17
gesticulant,38.80
gesticulants,24.26
gesticule,32.83
gesticulent,23.88
gesticuler,34.27
gesticulèrent,21.17
gestion,34.80
gestuel,19.40
gestuelle,23.76
ghana,18.58
ghardaïa,21.65
ghislain,16.29
ghislaine,22.65
gibbon,33.14
gibecière,41.18
gibelotte,19.90
gibelotte,19.61
giberne,39.47
gibernes,27.92
gibet,21.65
gibier,54.25
gibiers,39.69
giboulée,41.45
giboulées,19.77
gibraltar,21.57
gibus,42.22
gicla,33.07
giclait,18.70
giclé,14.53
giclées,23.81
giflait,20.70
giflant,19.77
gifle,46.98
gifle,19.22
giflé,33.05
gifles,33.29
gigantesque,53.88
gigantesques,44.78
gigantet,32.17
gigantus,21.38
gigognes,35.60
gigond,33.30
gigot,44.74
gigotaient,33.16
gigotait,34.44
gigote,37.63
gigoter,34.64
gigots,20.84
gil,20.87
gilbert,42.91
gilbreth,28.89
gilet,51.57
gilets,41.09
gilles,45.50
gilsland,21.65
gimblette,22.78
gin-fizz,20.70
gingembre,35.62
ginger,34.21
gingivites,21.57
giovanna,23.64
girafe,57.33
girafes,47.78
girafidés,23.94
girafon,20.82
giraud,21.63
girmonde,29.43
girofle,39.63
giroflée,33.09
girolle,39.50
girolles,38.79
gironde,33.13
girondin,23.33
girondins,21.63
girouette,48.21
girouettes,37.55
gisaient,36.74
gisait,45.06
gisant,21.90
gisant,23.81
gisant,20.82
gisèle,39.60
gisement,22.78
gisements,23.81
gît,23.81
gitan,41.04
gitane,14.53
gitans,33.07
gîte,47.48
gîtes,40.54
gîtons,25.66
gitou,30.72
giulio,38.06
giverny,33.13
givet,21.57
givrants,24.17
givre,48.28
givrées,33.22
givrer,21.57
givres,19.77
glaça,19.77
glaçage,18.37
glaçaient,20.84
glaçait,24.26
glace,62.27
glace,41.65
glace,48.60
glacé,51.01
glacé,43.93
glacée,50.38
glacée,33.26
glacées,32.88
glacées,36.67
glacent,23.76
glacer,38.86
glaces,51.95
glacés,42.15
glacés,38.19
glaciaire,34.81
glaciaires,22.65
glacial,47.86
glaciale,40.39
glaciation,22.65
glacier,46.88
glacière,34.57
glacières,26.77
glaciers,45.27
glaçon,48.42
glaçons,47.47
gladiateur,33.30
glaïeul,36.54
glaïeuls,20.84
glaise,41.51
glaive,38.77
glaives,21.90
glaizes,28.72
gland,43.48
glandouillaient,23.81
glands,46.98
glapir,36.47
glapira,23.33
glapissaient,19.62
glapissait,23.33
glapissant,23.33
glapissement,37.65
glapissent,23.76
glapit,36.76
glas,33.50
glauque,21.65
glauques,37.72
glissa,54.14
glissade,44.88
glissades,42.56
glissai,42.15
glissaient,45.39
glissais,27.27
glissait,50.24
glissant,48.37
glissant,46.17
glissante,45.24
glissantes,41.08
glissants,21.57
glisse,57.17
glisse,45.22
glissé,52.27
glissée,37.80
glissées,40.42
glissement,40.40
glissements,23.81
glissent,47.42
glisser,56.16
glisserait,33.12
glissèrent,46.11
glisseront,19.62
glisses,38.77
glissés,40.15
glissez,34.63
glissière,21.57
glissières,23.33
global,22.65
globe,49.42
globe,36.62
globes,21.90
globoles,20.94
gloire,49.39
glokie,24.17
gloria,16.29
glorieuse,20.94
glorieusement,24.26
glorieuses,20.82
glorieux,33.22
glotte,24.91
glouf,26.68
glouglou,36.71
gloumy-sur-tristan,28.56
gloussant,34.88
glousse,39.26
gloussement,38.78
gloussements,24.26
glousser,34.64
glouton,40.40
glouton,32.85
gloutonnement,21.65
gloutons,18.98
glu,39.63
gluant,40.04
gluante,36.58
gluantes,36.53
gluants,20.87
gluc,31.45
glucides,21.16
glucose,18.70
glus,19.77
glycine,34.60
glycines,19.61
gmt,33.04
gn,58.81
gnome,37.23
gnomes,39.31
gnp,43.09
gns,51.59
go,37.69
goa,24.18
goal,41.64
goba,21.57
gobées,18.37
gobelet,47.86
gobelets,45.84
gobelins,41.71
gober,36.63
gobera,23.81
gobi,32.88
godasse,33.26
godasses,36.63
godets,35.29
godillot,34.28
godillots,24.18
godurot,18.37
goéland,43.73
goélands,42.85
goémon,34.54
goggles,21.63
gogo,32.91
goguenard,42.29
goinfrait,20.94
goinfre,38.60
goinfre,19.30
goinfrer,20.94
goinfres,21.91
goinfres,23.81
goldorak,19.62
goldoreur,21.16
goléa,33.01
golf,47.99
golfe,41.02
golfes,33.31
goliath,19.61
golo,26.42
goloubkine,24.91
gommant,18.37
gomme,52.98
gomme,32.96
gommé,27.00
gommer,33.03
gommes,38.82
gommettes,36.50
gommiers,25.66
goncourt,21.63
gondolait,16.29
gondole,38.99
gondole,19.40
gondolée,20.84
gondolerait,19.62
gondoles,20.94
gondolier,20.94
gonds,38.86
gonesse,18.70
gonfla,42.74
gonflable,39.55
gonflables,33.36
gonflage,21.57
gonflaient,38.90
gonflait,41.08
gonflâmes,23.33
gonflant,44.34
gonfle,50.87
gonflé,46.03
gonflé,36.63
gonflée,40.39
gonflée,38.85
gonflées,35.87
gonflées,36.76
gonflement,21.57
gonflent,34.60
gonfler,45.66
gonflera,21.16
gonflés,42.15
gonflés,40.40
gonfleur,21.57
gong,37.64
gontran,37.72
gonzague,27.27
gora,30.43
gordes,25.17
gorée,20.94
goret,33.42
gorge,57.14
gorge,32.83
gorgé,19.71
gorgé,23.76
gorgée,41.59
gorgées,43.25
gorger,21.65
gorgerin,17.92
gorges,41.07
gorgés,17.05
gorgés,22.78
gorgo,32.58
gorille,49.75
gorilles,42.83
goscinny,41.01
gosier,49.66
gosiers,32.90
gosse,47.04
gosses,47.42
gouache,46.63
gouaches,37.51
gouailleur,23.81
goudron,41.62
goudronnée,34.65
goudronnées,36.57
goudronner,22.78
gouffre,46.86
gouffres,22.78
gouge,34.76
gouges,24.26
goujats,19.22
goujon,43.84
goujons,36.67
goulet,27.27
goulot,43.14
goulu,33.03
goulu-cochon,16.14
goulue,35.00
goulûment,36.61
goûn,26.77
goupil,46.34
goupils,26.77
gourbi,21.65
gourd,23.33
gourde,36.63
gourdin,43.13
gourds,21.65
gouré,23.76
gourmand,52.89
gourmand,49.99
gourmandais,21.91
gourmande,45.79
gourmande,41.08
gourmandes,38.85
gourmandise,47.65
gourmandises,35.79
gourmands,45.69
gourmands,42.58
gourmet,34.58
gourmets,42.18
gourmette,37.65
gourmettes,20.94
gourou,22.99
gousse,42.20
gousses,39.58
gousset,37.76
goût,56.83
goûta,46.07
goûtai,24.26
goûtais,17.62
goûtait,18.58
goûtant,19.90
goûte,46.59
goûté,44.38
goûtée,33.25
goûtent,33.05
goûter,55.13
goûter,55.18
goûtèrent,20.64
goûterez,19.29
goûters,33.10
goûtes,18.98
goûtez,36.55
goûtons,17.92
goûts,47.08
goutte,55.52
goutte,32.95
goutte,24.58
gouttelette,40.39
gouttelettes,44.28
gouttes,55.14
gouttière,48.16
gouttières,37.52
gouverna,33.17
gouvernail,49.40
gouvernante,40.17
gouverne,38.76
gouverne,28.16
gouvernement,45.69
gouvernements,22.65
gouverner,40.41
gouvernerai,26.34
gouvernes,21.57
gouverneur,35.43
goyave,21.16
gr,22.65
grabat,21.91
grâce,59.68
grâce,50.73
grâce,33.02
grâce,33.11
grâces,41.04
gracieuse,48.11
gracieusement,36.73
gracieuses,24.92
gracieux,48.90
grade,37.72
gradin,20.70
gradins,43.11
graduation,22.41
gradué,33.09
gradué,24.18
graduée,36.66
graduée,33.10
graduel,24.91
graduellement,34.55
graduer,23.76
graffitis,23.76
gragra,19.15
grain,56.26
grain-d'aile,43.27
graine,50.94
graines,57.30
grains,54.99
graissage,21.65
graisse,50.00
graissée,15.36
graisses,40.47
graisseuses,23.81
graisseux,21.90
graminées,20.70
grammaire,55.15
grammatical,23.76
grammaticale,21.63
grammaticalement,22.78
grammaticales,21.63
grammaticaux,39.31
gramme,33.31
grammes,51.93
grand,68.98
grand,60.79
grand,55.69
grand,33.02
grand-bi,25.47
grand-caribou,24.61
grand-chose,49.49
grand-duc,46.30
grand-ducales,24.91
grande,67.46
grande-bretagne,42.18
grande-jatte,18.70
grandement,42.68
grande-motte,34.54
grandes,62.11
grandeur,46.11
grandeurs,37.62
grandi,50.97
grandie,20.87
grandiose,42.25
grandir,54.35
grandira,38.63
grandiras,14.88
grandirent,18.37
grandiront,23.65
grandis,37.65
grandissaient,19.40
grandissais,34.52
grandissait,44.03
grandissant,21.65
grandissant,36.62
grandissante,24.91
grandisse,36.61
grandissent,47.66
grandissez,18.70
grandit,51.03
grandma,36.17
grand-maman,43.33
grand-mère,62.92
grand-messe,23.76
grand-morne,24.17
grand-oncle,35.85
grand-papa,43.97
grand-père,61.81
grand-place,42.61
grand-route,40.37
grand-rue,36.06
grands,63.06
grands,54.20
grands-augustins,24.26
grands-bois,21.91
grands-ducs,21.91
grands-mères,45.29
grands-oncles,19.40
grands-parents,53.74
grands-pères,36.92
grands-routes,33.31
grands-tantes,22.78
grand-tante,33.30
grand-vergue,21.91
grand-voile,44.17
grange,54.17
granges,36.61
granges,21.16
grangibus,19.40
granit,41.76
granite,36.46
granitiques,23.33
granivore,33.33
granspouk,20.63
granulé,19.77
granulés,32.82
granville,43.72
graphie,39.92
graphies,37.69
graphique,37.76
graphique,33.07
graphiques,38.82
graphiques,37.79
graphiste,22.65
graphite,24.64
grapille,18.37
grappe,46.07
grappes,43.95
grappillaient,23.76
